key,title,description,issue_type,priority,status,created,updated,resolutiondate,anomaly_class,ml_text,project
ATLAS-5243,"Atlas UI: Fix relationship tab UX: navigation, graph popup, and skeleton handling in classic and React UIs","h3. Summary

Improvements to the Relationships tab in both classic (dashboardv2) and React (dashboard) UIs: navigation, graph popup behavior, and handling of API failures.
h3. Changes
h4. 1. Classic UI – Detail page navigation
 * Issue: Clicking a relationship card link on an already-loaded detail page updated the URL but the UI still showed the previous entity.
 * Fix: When navigating to a different entity, destroy the current view and create a new {{DetailPageLayoutView}} instead of reusing it.
 * Files: {{{}Router.js{}}}, {{DetailPageLayoutView.js}}

h4. 2. Classic UI – Defensive checks
 * Issue: {{TypeError: Cannot read properties of undefined (reading 'columns')}} in {{{}DetailPageLayoutView{}}}.
 * Fix: Added checks for {{collectionJSON.attributes.columns}} before use.
 * Files: {{DetailPageLayoutView.js}}

h4. 3. Relationship tab link behavior (both UIs)
 * Change: Relationship card links now include {{?tabActive=relationship}} so navigation keeps the user on the Relationships tab.
 * Files: {{{}RelationshipCardsLayoutView.js{}}}, {{{}RelationshipLayoutView.js{}}}, {{RelationshipLineage.tsx}}

h4. 4. Classic UI – Graph popup
 * Display: Show {{name (typeName)}} in the graph popup list (e.g. {{{}tbl_00001 (hive_table){}}}).
 * Colors: Active links {{{}#1976d2{}}}, deleted links {{#BB5838}} to match the card view.
 * Search: Search includes both name and typeName.
 * Files: {{RelationshipLayoutView.js}}

h4. 5. React UI – Graph popup
 * Colors: Active links {{{}#1976d2{}}}, deleted links {{#BB5838}} to match the card view.
 * Count badge: Moved to bottom-right, added viewBox padding, improved styling.
 * UI cleanup: Removed delete icon from the popup list.
 * Serial numbers: Fixed list numbering (1, 2, 3, 4) by using an ordered list and proper styling.
 * Files: {{RelationshipLineage.tsx}}

h4. 6. Both UIs – Skeleton loaders on API failure
 * Issue: Skeleton loaders stayed visible when the relationship API failed (e.g. 400).
 * Fix: On API failure, clear skeletons and show the final state (cards or empty state).
 * UX: When all relationship APIs fail, show “Failed to load relationship data” instead of “No relationship data available.”
 * Files: {{{}RelationshipsTab.tsx{}}}, {{RelationshipCardsLayoutView.js}}

h3. Testing
 * Navigate between entities via relationship card links (page 1 → 2 → 3).
 * Use the graph view popup and verify {{{}name (typeName){}}}, colors, and list numbering.
 * Trigger relationship API failures (e.g. 400) and confirm skeletons are removed and the correct message is shown.

h3. Affected areas
 * Classic UI: {{{}dashboardv2/public/js/views/detail_page/{}}}, {{{}dashboardv2/public/js/views/graph/{}}}, {{dashboardv2/public/js/router/}}
 * React UI: {{dashboard/src/views/DetailPage/EntityDetailTabs/}}",Task,Major,Resolved,2026-03-17T11:53:41.000+0000,2026-03-17T14:52:23.000+0000,2026-03-17T14:52:23.000+0000,1,atlas ui fix relationship tab ux navigation graph popup and skeleton handling in classic and react uis h3 summary improvements to the relationships tab in both classic dashboardv2 and react dashboard uis navigation graph popup behavior and handling of api failures h3 changes h4 1 classic ui detail page navigation issue clicking a relationship card link on an already loaded detail page updated the url but the ui still showed the previous entity fix when navigating to a different entity destroy the current view and create a new detailpagelayoutview instead of reusing it files router js detailpagelayoutview js h4 2 classic ui defensive checks issue typeerror cannot read properties of undefined reading columns in detailpagelayoutview fix added checks for collectionjson attributes columns before use files detailpagelayoutview js h4 3 relationship tab link behavior both uis change relationship card links now include tabactive relationship so navigation keeps the user on the relationships tab files relationshipcardslayoutview js relationshiplayoutview js relationshiplineage tsx h4 4 classic ui graph popup display show name typename in the graph popup list e g tbl 00001 hive table colors active links 1976d2 deleted links bb5838 to match the card view search search includes both name and typename files relationshiplayoutview js h4 5 react ui graph popup colors active links 1976d2 deleted links bb5838 to match the card view count badge moved to bottom right added viewbox padding improved styling ui cleanup removed delete icon from the popup list serial numbers fixed list numbering 1 2 3 4 by using an ordered list and proper styling files relationshiplineage tsx h4 6 both uis skeleton loaders on api failure issue skeleton loaders stayed visible when the relationship api failed e g 400 fix on api failure clear skeletons and show the final state cards or empty state ux when all relationship apis fail show failed to load relationship data instead of no relationship data available files relationshipstab tsx relationshipcardslayoutview js h3 testing navigate between entities via relationship card links page 1 2 3 use the graph view popup and verify name typename colors and list numbering trigger relationship api failures e g 400 and confirm skeletons are removed and the correct message is shown h3 affected areas classic ui dashboardv2 public js views detail page dashboardv2 public js views graph dashboardv2 public js router react ui dashboard src views detailpage entitydetailtabs task major resolved atlas,ATLAS
IGNITE-28268,AI 3 build fails since March 4,!image-2026-03-17-14-32-26-955.png!,Bug,Major,Resolved,2026-03-17T11:32:33.000+0000,2026-03-24T18:07:18.000+0000,2026-03-17T14:20:44.000+0000,1,ai 3 build fails since march 4 image 2026 03 17 14 32 26 955 png bug major resolved ignite,IGNITE
FLINK-39260,Support multi-compression format python files,"Now, it's only support the 'zip' compress file format for config option 'python.files', it will lead to poor compression performance comparing with 'tar.gz'. 

In addition, it is worth noting that the use of zip format files will also appear soft link file decompression exception、file permissions lost problem. So we should support multiple compression formats to avoid this problem",Improvement,Major,Closed,2026-03-17T11:25:55.000+0000,2026-03-29T10:05:55.000+0000,2026-03-29T10:05:44.000+0000,2,support multi compression format python files now it s only support the zip compress file format for config option python files it will lead to poor compression performance comparing with tar gz in addition it is worth noting that the use of zip format files will also appear soft link file decompression exception file permissions lost problem so we should support multiple compression formats to avoid this problem improvement major closed flink,FLINK
IGNITE-28267,Remove deprecated classes usages from ScaleCubeDirectMarshallerTransport,ScaleCubeDirectMarshallerTransport uses some deprecated class like MonoProcessor which can easily be replaced with up-to-date variants.,Improvement,Major,Resolved,2026-03-17T11:10:54.000+0000,2026-03-18T12:15:24.000+0000,2026-03-18T12:15:24.000+0000,0,remove deprecated classes usages from scalecubedirectmarshallertransport scalecubedirectmarshallertransport uses some deprecated class like monoprocessor which can easily be replaced with up to date variants improvement major resolved ignite,IGNITE
WW-5618,Make JSON plugin more configurable,"The JSON plugin currently provides limited configuration options for controlling deserialization behavior. Other Struts components (e.g., {{fileUpload}} interceptor) offer fine-grained, per-action configurable limits, but the JSON plugin has no equivalent controls.

This ticket adds the following configurable options:

- {{struts.json.maxElements}} — maximum number of elements in a single JSON array or object (default: 10,000)
- {{struts.json.maxDepth}} — maximum nesting depth for JSON structures (default: 64)
- {{struts.json.maxLength}} — maximum length of JSON input in characters (default: 2,097,152 / 2MB)
- {{struts.json.maxStringLength}} — maximum length of an individual JSON string value (default: 262,144 / 256KB)
- {{struts.json.maxKeyLength}} — maximum length of a JSON object key name (default: 512)

These options should be:
1. Configurable globally via {{struts.xml}} constants
2. Overridable per-action via interceptor {{<param>}} elements (same pattern as {{fileUpload}})
3. Exposed through `JSONConstants` and {{JSONConstantConfig}}

Additionally, {{JSONReader}} should be made injectable via the Struts Container (matching the existing {{JSONWriter}} pattern), allowing users to provide custom reader implementations.",Improvement,Minor,Resolved,2026-03-17T11:09:22.000+0000,2026-03-21T11:11:29.000+0000,2026-03-21T11:11:29.000+0000,0,make json plugin more configurable the json plugin currently provides limited configuration options for controlling deserialization behavior other struts components e g fileupload interceptor offer fine grained per action configurable limits but the json plugin has no equivalent controls this ticket adds the following configurable options struts json maxelements maximum number of elements in a single json array or object default 10 000 struts json maxdepth maximum nesting depth for json structures default 64 struts json maxlength maximum length of json input in characters default 2 097 152 2mb struts json maxstringlength maximum length of an individual json string value default 262 144 256kb struts json maxkeylength maximum length of a json object key name default 512 these options should be 1 configurable globally via struts xml constants 2 overridable per action via interceptor param elements same pattern as fileupload 3 exposed through jsonconstants and jsonconstantconfig additionally jsonreader should be made injectable via the struts container matching the existing jsonwriter pattern allowing users to provide custom reader implementations improvement minor resolved ww,WW
SOLR-18164,Remove use of singletons,"[~dsmiley] has often mentioned the use of .singletons in code reviews, lets migrate away and add to forbiddenapis.",New Feature,Major,Resolved,2026-03-17T11:02:07.000+0000,2026-04-24T12:15:35.000+0000,2026-04-24T12:15:35.000+0000,0,remove use of singletons dsmiley has often mentioned the use of singletons in code reviews lets migrate away and add to forbiddenapis new feature major resolved solr,SOLR
SOLR-18163,Figure out V2 API use in Solr 10.1 and later,"[https://github.com/apache/solr/pull/4154] is the first use of a V2 api as part of Solr, in the Solr CLI.   However, we still have a setting that can be set solr.disable.v2 that of course would then break the v2 api.  

The decision was to merge 4154 to `main` only, and get a decision on this to decide if we back port to branch_10x for Solr 10.1.",New Feature,Blocker,Resolved,2026-03-17T10:58:19.000+0000,2026-04-07T07:33:13.000+0000,2026-04-06T19:43:16.000+0000,2,figure out v2 api use in solr 10 1 and later url is the first use of a v2 api as part of solr in the solr cli however we still have a setting that can be set solr disable v2 that of course would then break the v2 api the decision was to merge 4154 to main only and get a decision on this to decide if we back port to branch 10x for solr 10 1 new feature blocker resolved solr,SOLR
THRIFT-5928,skip() call on unknown binary field fails deserialization instead of graceful skipping over field,"*TInputProtocol::skip_till_depth()* fails when skipping a field that contains non-UTF-8 binary data.

In {*}src/protocol/mod.rs{*}, the *TType::String* branch calls {*}read_string(){*}:
{noformat}
TType::String => self.read_string().map(|_| ()){noformat}
*read_string()* internally does *read_bytes()* followed by {*}String::from_utf8(){*}, which rejects any byte sequence that is not valid UTF-8. Since *string* and *binary* share the same wire type ({*}TType::String = 11{*}), *skip()* cannot distinguish between them. When it encounters a binary field containing raw bytes. it produces:
{noformat}
ProtocolError { kind: InvalidData, message: ""invalid utf-8 sequence of 1 bytes from index 1"" }{noformat}
 

 *When the bug triggers:* Any time a newer schema adds a *binary* field to a Thrift struct - if an older client tries to deserialize the new field it doesn't recognize, it hits this from the *skip()* path in *read_from_in_protocol* 

 

*Fix:* Inside {*}skip_till_depth(){*}, replace: 
{noformat}
TType::String => self.read_string().map(|_| ()){noformat}
with
{noformat}
TType::String => self.read_bytes().map(|_| ()){noformat}
 

Safe because:
 - The result is discarded immediately ({*}.map(|_| ()){*})

 - *read_string()* is *read_bytes()* + *String::from_utf8()* — both consume identical wire bytes

 - No behavioral change for valid UTF-8 string data

 - No effect on parsing of known fields, which use their own typed readers

 

PR: https://github.com/apache/thrift/pull/3344",Bug,Major,Closed,2026-03-17T10:38:07.000+0000,2026-04-27T23:01:03.000+0000,2026-03-21T18:56:47.000+0000,1,skip call on unknown binary field fails deserialization instead of graceful skipping over field tinputprotocol skip till depth fails when skipping a field that contains non utf 8 binary data in src protocol mod rs the ttype string branch calls read string noformat ttype string self read string map noformat read string internally does read bytes followed by string from utf8 which rejects any byte sequence that is not valid utf 8 since string and binary share the same wire type ttype string 11 skip cannot distinguish between them when it encounters a binary field containing raw bytes it produces noformat protocolerror kind invaliddata message invalid utf 8 sequence of 1 bytes from index 1 noformat when the bug triggers any time a newer schema adds a binary field to a thrift struct if an older client tries to deserialize the new field it doesn t recognize it hits this from the skip path in read from in protocol fix inside skip till depth replace noformat ttype string self read string map noformat with noformat ttype string self read bytes map noformat safe because the result is discarded immediately map read string is read bytes string from utf8 both consume identical wire bytes no behavioral change for valid utf 8 string data no effect on parsing of known fields which use their own typed readers pr url bug major closed thrift,THRIFT
IGNITE-28266,Rollback to stable log4j version for tests.,"Recently bot bumps log4j version to the latest 2.25.3 version.
2.25 baseline is affected to a known bug that will be fixed in 2.26 (maybe)
[https://github.com/apache/logging-log4j2/issues/3929#issuecomment-4044999886]

This bug ruins node, when trying to print a warning with a stacktrace.

We do not care about vulnerabilities in tests.
Let's just get back to one of previous versions (e.g. 2.24.3) and prevent bot bumping logger version as logging is a crucial part of the tests and the whole system.

 
{noformat}
07:37:27     2026-03-17T07:37:27.744027408Z %issat_n_3344%partition-operations-18 ERROR An exception occurred processing Appender CONSOLE_ERR
07:37:27     java.lang.NullPointerException: Cannot read field ""stackLength"" because ""metadata"" is null
07:37:27       at org.apache.logging.log4j.core.pattern.ThrowableStackTraceRenderer.renderStackTraceElements(ThrowableStackTraceRenderer.java:158)
07:37:27       at org.apache.logging.log4j.core.pattern.ThrowableStackTraceRenderer.renderThrowable(ThrowableStackTraceRenderer.java:100)
07:37:27       at org.apache.logging.log4j.core.pattern.ThrowableStackTraceRenderer.renderSuppressed(ThrowableStackTraceRenderer.java:123)
...

07:37:27       at org.apache.ignite.internal.logger.IgniteThrottledLoggerImpl.warn(IgniteThrottledLoggerImpl.java:156)
07:37:27       at org.apache.ignite.internal.replicator.ReplicaManager.lambda$handleReplicaRequest$4(ReplicaManager.java:408)
07:37:27       at java.base/java.util.concurrent.CompletableFuture.uniHandle(CompletableFuture.java:934)
07:37:27       at java.base/java.util.concurrent.CompletableFuture.uniHandleStage(CompletableFuture.java:950)
07:37:27       at java.base/java.util.concurrent.CompletableFuture.handle(CompletableFuture.java:2340)
07:37:27       at org.apache.ignite.internal.replicator.ReplicaManager.handleReplicaRequest(ReplicaManager.java:401)
07:37:27       at org.apache.ignite.internal.replicator.ReplicaManager.lambda$onReplicaMessageReceived$0(ReplicaManager.java:330){noformat}",Improvement,Major,Resolved,2026-03-17T10:27:48.000+0000,2026-03-20T09:41:12.000+0000,2026-03-20T09:41:12.000+0000,2,rollback to stable log4j version for tests recently bot bumps log4j version to the latest 2 25 3 version 2 25 baseline is affected to a known bug that will be fixed in 2 26 maybe url this bug ruins node when trying to print a warning with a stacktrace we do not care about vulnerabilities in tests let s just get back to one of previous versions e g 2 24 3 and prevent bot bumping logger version as logging is a crucial part of the tests and the whole system noformat 07 37 27 2026 03 17t07 37 27 744027408z issat n 3344 partition operations 18 error an exception occurred processing appender console err 07 37 27 java lang nullpointerexception cannot read field stacklength because metadata is null 07 37 27 at org apache logging log4j core pattern throwablestacktracerenderer renderstacktraceelements throwablestacktracerenderer java 158 07 37 27 at org apache logging log4j core pattern throwablestacktracerenderer renderthrowable throwablestacktracerenderer java 100 07 37 27 at org apache logging log4j core pattern throwablestacktracerenderer rendersuppressed throwablestacktracerenderer java 123 07 37 27 at org apache ignite internal logger ignitethrottledloggerimpl warn ignitethrottledloggerimpl java 156 07 37 27 at org apache ignite internal replicator replicamanager lambda handlereplicarequest 4 replicamanager java 408 07 37 27 at java base java util concurrent completablefuture unihandle completablefuture java 934 07 37 27 at java base java util concurrent completablefuture unihandlestage completablefuture java 950 07 37 27 at java base java util concurrent completablefuture handle completablefuture java 2340 07 37 27 at org apache ignite internal replicator replicamanager handlereplicarequest replicamanager java 401 07 37 27 at org apache ignite internal replicator replicamanager lambda onreplicamessagereceived 0 replicamanager java 330 noformat improvement major resolved ignite,IGNITE
CAMEL-23204,Camel-PQC: Enforce key status checks before cryptographic operations in PQCProducer,"PQCProducer does not check key lifecycle status before performing cryptographic operations. KeyMetadata tracks key status (ACTIVE, EXPIRED, REVOKED, DEPRECATED, PENDING_ROTATION) and expireKey()/revokeKey() operations set these flags, but the producer never validates them.
",Improvement,Major,Resolved,2026-03-17T10:25:57.000+0000,2026-03-17T14:43:24.000+0000,2026-03-17T14:43:24.000+0000,0,camel pqc enforce key status checks before cryptographic operations in pqcproducer pqcproducer does not check key lifecycle status before performing cryptographic operations keymetadata tracks key status active expired revoked deprecated pending rotation and expirekey revokekey operations set these flags but the producer never validates them improvement major resolved camel,CAMEL
CAMEL-23203,Camel-PQC: Add algorithm metadata to hybrid wire formats,"The hybrid signature and hybrid KEM wire formats lack algorithm identification, making them non-self-describing. The receiver must know which algorithms were used out-of-band, which is error-prone and prevents interoperability.",Improvement,Major,Resolved,2026-03-17T10:25:21.000+0000,2026-03-17T14:01:32.000+0000,2026-03-17T14:01:32.000+0000,1,camel pqc add algorithm metadata to hybrid wire formats the hybrid signature and hybrid kem wire formats lack algorithm identification making them non self describing the receiver must know which algorithms were used out of band which is error prone and prevents interoperability improvement major resolved camel,CAMEL
HBASE-30004,Implement a new generate web site jenkins job,"The new website needs more libraries for building but the git-websites nodes are not designed to do this heavy work, so we need to build the website content on our hbase node and then use git-websites node to push it to the site repo.",Task,Major,Resolved,2026-03-17T10:24:20.000+0000,2026-03-20T15:29:59.000+0000,2026-03-20T15:29:59.000+0000,0,implement a new generate web site jenkins job the new website needs more libraries for building but the git websites nodes are not designed to do this heavy work so we need to build the website content on our hbase node and then use git websites node to push it to the site repo task major resolved hbase,HBASE
SOLR-18162,Support Scale down and up based on Node count,"We want to support being able to add and remove nodes from the cluster, and have the collections scale up and down based on that.  

Specifically, we have a number of collections that have 1 shard and N replicas.  We want the number of replicas to be tied to the number of Nodes.  As they come and go, we want to add and remove replicas.   In Zookeeper we don't want them reflected as gone or down, we just want them removed.

 

Dev Thread: https://lists.apache.org/thread/rl3mt5txw5tsdf0wck4qtscds4hrgmdj",New Feature,Major,Open,2026-03-17T10:17:23.000+0000,2026-03-17T10:17:23.000+0000,Not resolved,0,support scale down and up based on node count we want to support being able to add and remove nodes from the cluster and have the collections scale up and down based on that specifically we have a number of collections that have 1 shard and n replicas we want the number of replicas to be tied to the number of nodes as they come and go we want to add and remove replicas in zookeeper we don t want them reflected as gone or down we just want them removed dev thread url new feature major open solr,SOLR
IGNITE-28265,.NET: TestSlidingExpiration is flaky,"{code}
Expected: not null
  But was:  null
   at Apache.Extensions.Cache.Ignite.Tests.IgniteDistributedCacheTests.TestSlidingExpiration() in /opt/buildagent/work/69bdbe372c424384/ignite-3/modules/platforms/dotnet/Apache.Extensions.Caching.Ignite.Tests/IgniteDistributedCacheTests.cs:line 289
   at NUnit.Framework.Internal.TaskAwaitAdapter.GenericAdapter`1.BlockUntilCompleted()
   at NUnit.Framework.Internal.MessagePumpStrategy.NoMessagePumpStrategy.WaitForCompletion(AwaitAdapter awaiter)
   at NUnit.Framework.Internal.AsyncToSyncAdapter.Await(Func`1 invoke)
   at NUnit.Framework.Internal.Commands.TestMethodCommand.RunTestMethod(TestExecutionContext context)
   at NUnit.Framework.Internal.Commands.TestMethodCommand.Execute(TestExecutionContext context)
   at NUnit.Framework.Internal.Commands.BeforeAndAfterTestCommand.<>c__DisplayClass1_0.<Execute>b__0()
   at NUnit.Framework.Internal.Commands.DelegatingTestCommand.RunTestMethodInThreadAbortSafeZone(TestExecutionContext context, Action action)
1)    at Apache.Extensions.Cache.Ignite.Tests.IgniteDistributedCacheTests.TestSlidingExpiration() in /opt/buildagent/work/69bdbe372c424384/ignite-3/modules/platforms/dotnet/Apache.Extensions.Caching.Ignite.Tests/IgniteDistributedCacheTests.cs:line 289
   at System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1.AsyncStateMachineBox`1.ExecutionContextCallback(Object s)
------- Stdout: -------
SetUp: TestSlidingExpiration
[01:18:48] [trce] [Apache.Ignite.Internal.ClientSocket-6] Sending request [requestId=55, op=SqlExecScript, remoteAddress=127.0.0.1:10942]
[01:18:48] [trce] [Apache.Ignite.Internal.ClientFailoverSocket] ObservableTs updated [prev=116236217801113601, current=116236217801441280]
[01:18:48] [trce] [Apache.Ignite.Internal.ClientSocket-6] Received response [requestId=55, op=SqlExecScript, flags=0, remoteAddress=127.0.0.1:10942, duration=00:00:00.0027243, observableTs=116236217801441280]
[01:18:48] [trce] [Apache.Ignite.Internal.ClientSocket-5] Sending request [requestId=118, op=TableGetQualified, remoteAddress=127.0.0.1:10943]
[01:18:48] [trce] [Apache.Ignite.Internal.ClientSocket-5] Received response [requestId=118, op=TableGetQualified, flags=0, remoteAddress=127.0.0.1:10943, duration=00:00:00.0005542, observableTs=0]
[01:18:48] [trce] [Apache.Ignite.Internal.ClientSocket-5] Sending request [requestId=119, op=TupleUpsert, remoteAddress=127.0.0.1:10943]
[01:18:48] [trce] [Apache.Ignite.Internal.ClientFailoverSocket] ObservableTs updated [prev=116236217801441280, current=116236217801572353]
[01:18:48] [trce] [Apache.Ignite.Internal.ClientSocket-5] Received response [requestId=119, op=TupleUpsert, flags=0, remoteAddress=127.0.0.1:10943, duration=00:00:00.0022148, observableTs=116236217801572353]
[01:18:48] [trce] [Apache.Ignite.Internal.ClientSocket-5] Sending request [requestId=120, op=TupleGet, remoteAddress=127.0.0.1:10943]
[01:18:48] [trce] [Apache.Ignite.Internal.ClientFailoverSocket] ObservableTs updated [prev=116236217801572353, current=116236217801768961]
[01:18:48] [trce] [Apache.Ignite.Internal.ClientSocket-5] Received response [requestId=120, op=TupleGet, flags=0, remoteAddress=127.0.0.1:10943, duration=00:00:00.0013723, observableTs=116236217801768961]
[01:18:48] [trce] [Apache.Ignite.Internal.ClientSocket-5] Sending request [requestId=121, op=TupleGet, remoteAddress=127.0.0.1:10943]
[01:18:48] [trce] [Apache.Ignite.Internal.ClientFailoverSocket] ObservableTs updated [prev=116236217801768961, current=116236217808453633]
[01:18:48] [trce] [Apache.Ignite.Internal.ClientSocket-5] Received response [requestId=121, op=TupleGet, flags=0, remoteAddress=127.0.0.1:10943, duration=00:00:00.0020137, observableTs=116236217808453633]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Sending request [requestId=122, op=TupleGet, remoteAddress=127.0.0.1:10943]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientFailoverSocket] ObservableTs updated [prev=116236217808453633, current=116236217814941697]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Received response [requestId=122, op=TupleGet, flags=0, remoteAddress=127.0.0.1:10943, duration=00:00:00.0017253, observableTs=116236217814941697]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Sending request [requestId=123, op=TupleGet, remoteAddress=127.0.0.1:10943]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientFailoverSocket] ObservableTs updated [prev=116236217814941697, current=116236217821626372]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Received response [requestId=123, op=TupleGet, flags=0, remoteAddress=127.0.0.1:10943, duration=00:00:00.0018156, observableTs=116236217821626372]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Sending request [requestId=124, op=TupleGet, remoteAddress=127.0.0.1:10943]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientFailoverSocket] ObservableTs updated [prev=116236217821626372, current=116236217828376577]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Received response [requestId=124, op=TupleGet, flags=0, remoteAddress=127.0.0.1:10943, duration=00:00:00.0018230, observableTs=116236217828376577]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Sending request [requestId=125, op=TupleGet, remoteAddress=127.0.0.1:10943]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientFailoverSocket] ObservableTs updated [prev=116236217828376577, current=116236217835061249]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Received response [requestId=125, op=TupleGet, flags=0, remoteAddress=127.0.0.1:10943, duration=00:00:00.0016528, observableTs=116236217835061249]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-6] Sending request [requestId=56, op=SqlExecScript, remoteAddress=127.0.0.1:10942]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientFailoverSocket] ObservableTs updated [prev=116236217835061249, current=116236217837748226]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-6] Received response [requestId=56, op=SqlExecScript, flags=0, remoteAddress=127.0.0.1:10942, duration=00:00:00.0472031, observableTs=116236217837748226]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Sending request [requestId=126, op=TupleGet, remoteAddress=127.0.0.1:10943]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientFailoverSocket] ObservableTs updated [prev=116236217837748226, current=116236217844826113]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Received response [requestId=126, op=TupleGet, flags=0, remoteAddress=127.0.0.1:10943, duration=00:00:00.0019478, observableTs=116236217844826113]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Sending request [requestId=127, op=TupleGet, remoteAddress=127.0.0.1:10943]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientFailoverSocket] ObservableTs updated [prev=116236217844826113, current=116236217851510785]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Received response [requestId=127, op=TupleGet, flags=0, remoteAddress=127.0.0.1:10943, duration=00:00:00.0017380, observableTs=116236217851510785]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-4] Sending request [requestId=7, op=Heartbeat, remoteAddress=127.0.0.1:10943]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-3] Sending request [requestId=7, op=Heartbeat, remoteAddress=127.0.0.1:10942]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-4] Received response [requestId=7, op=Heartbeat, flags=0, remoteAddress=127.0.0.1:10943, duration=00:00:00.0005760, observableTs=0]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-3] Received response [requestId=7, op=Heartbeat, flags=0, remoteAddress=127.0.0.1:10942, duration=00:00:00.0005463, observableTs=0]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Sending request [requestId=128, op=TupleGet, remoteAddress=127.0.0.1:10943]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientFailoverSocket] ObservableTs updated [prev=116236217851510785, current=116236217858392065]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Received response [requestId=128, op=TupleGet, flags=0, remoteAddress=127.0.0.1:10943, duration=00:00:00.0019047, observableTs=116236217858392065]
[01:18:49] [trce] [Apache.Ignite.Internal.ClientSocket-5] Sending request [requestId=129, op=TupleGet, remoteAddress=127.0.0.1:10943]
[01:18:50] [trce] [Apache.Ignite.Internal.ClientFailoverSocket] ObservableTs updated [prev=116236217858392065, current=116236217922355205]
[01:18:50] [trce] [Apache.Ignite.Internal.ClientSocket-5] Received response [requestId=129, op=TupleGet, flags=0, remoteAddress=127.0.0.1:10943, duration=00:00:00.8753985, observableTs=116236217922355205]
TearDown start: TestSlidingExpiration
TearDown end: TestSlidingExpiration
{code}",Bug,Major,Resolved,2026-03-17T10:16:44.000+0000,2026-03-17T14:20:23.000+0000,2026-03-17T14:20:23.000+0000,1,net testslidingexpiration is flaky code block bug major resolved ignite,IGNITE
HIVE-29511,[hiveACIDRepl] For incremental replication newly created UDF data count is not updated in metricCollector,"* For incremental runs, new UDFs created on source are replicated but their count is not updated in the metricCollector
 * This is true for both DUMP and LOAD
 * This will be fixed in this Jira",Bug,Major,Resolved,2026-03-17T10:12:22.000+0000,2026-03-20T05:24:56.000+0000,2026-03-20T05:24:56.000+0000,1,hiveacidrepl for incremental replication newly created udf data count is not updated in metriccollector for incremental runs new udfs created on source are replicated but their count is not updated in the metriccollector this is true for both dump and load this will be fixed in this jira bug major resolved hive,HIVE
IGNITE-28264,Remove enum serdes logic from CacheEntryPredicateAdapter,Enums are supported by message framework. {{PredicateType}} can be safely marked by {{@Order}} annotation.,Task,Minor,Resolved,2026-03-17T10:10:09.000+0000,2026-03-31T07:42:54.000+0000,2026-03-31T07:42:29.000+0000,0,remove enum serdes logic from cacheentrypredicateadapter enums are supported by message framework predicatetype can be safely marked by order annotation task minor resolved ignite,IGNITE
IGNITE-28263,Remove IndexKeyTypeMessage,It is just a {{IndexKeyType}} wrapper. Message can be removed safely.,Task,Minor,Resolved,2026-03-17T10:09:03.000+0000,2026-03-25T15:44:43.000+0000,2026-03-25T15:44:39.000+0000,0,remove indexkeytypemessage it is just a indexkeytype wrapper message can be removed safely task minor resolved ignite,IGNITE
IGNITE-28262,Remove UUIDCollectionMessage,It is just a {{Collection}} wrapper. Message can be removed safely.,Task,Minor,Resolved,2026-03-17T10:07:37.000+0000,2026-03-25T15:47:26.000+0000,2026-03-25T15:47:20.000+0000,0,remove uuidcollectionmessage it is just a collection wrapper message can be removed safely task minor resolved ignite,IGNITE
